input_text,target_text
<id> sok tahu,<sambas> penau
<sambas> penau,<id> sok tahu
<id> tong,<sambas> bak
<sambas> bak,<id> tong
<id> penyok,<sambas> kapek
<sambas> kapek,<id> penyok
<id> busuk,<sambas> labbas
<sambas> labbas,<id> busuk
<id> perawan tua,<sambas> labbak
<sambas> labbak,<id> perawan tua
<id> perawan tua,<sambas> perawan tue
<sambas> perawan tue,<id> perawan tua
<id> dahi menonjol,<sambas> jandol
<sambas> jandol,<id> dahi menonjol
<id> sejuk,<sambas> sajjok
<sambas> sajjok,<id> sejuk
<id> ayam jantan,<sambas> jogok
<sambas> jogok,<id> ayam jantan
<id> curi,<sambas> curri
<sambas> curri,<id> curi
<id> andaikan,<sambas> mun
<sambas> mun,<id> andaikan
<id> banget,<sambas> inyan
<sambas> inyan,<id> banget
<id> pot bunga,<sambas> jambangan
<sambas> jambangan,<id> pot bunga
<id> jaga,<sambas> jage
<sambas> jage,<id> jaga
<id> dari tadi,<sambas> dari tade'
<sambas> dari tade',<id> dari tadi
<id> dari tadi,<sambas> dari tadek
<sambas> dari tadek,<id> dari tadi
<id> tanyain,<sambas> tanyakkan
<sambas> tanyakkan,<id> tanyain
<id> mengajak,<sambas> njakke'
<sambas> njakke',<id> mengajak
<id> mengajak,<sambas> ngajakek
<sambas> ngajakek,<id> mengajak
<id> nebus,<sambas> nabbus
<sambas> nabbus,<id> nebus
<id> waria,<sambas> bencong
<sambas> bencong,<id> waria
<id> berpasir,<sambas> maser
<sambas> maser,<id> berpasir
<id> susunan,<sambas> lapisan
<sambas> lapisan,<id> susunan
<id> sembunyi,<sambas> tappor
<sambas> tappor,<id> sembunyi
<id> tenggelam,<sambas> karam
<sambas> karam,<id> tenggelam
<id> pejamkan,<sambas> pajamkan
<sambas> pajamkan,<id> pejamkan
<id> gerombolan anak kecil,<sambas> kak-kericik
<sambas> kak-kericik,<id> gerombolan anak kecil
<id> benar benar,<sambas> inyan inyan
<sambas> inyan inyan,<id> benar benar
<id> sentuh,<sambas> japai
<sambas> japai,<id> sentuh
<id> jubah,<sambas> jobah
<sambas> jobah,<id> jubah
<id> ikut,<sambas> ngimbai
<sambas> ngimbai,<id> ikut
<id> saya tidak,<sambas> aku indak
<sambas> aku indak,<id> saya tidak
<id> saya tidak,<sambas> aku daan
<sambas> aku daan,<id> saya tidak
<id> lampu senter,<sambas> cuar
<sambas> cuar,<id> lampu senter
<id> tidak bisa diam,<sambas> ngelatap
<sambas> ngelatap,<id> tidak bisa diam
<id> tidak bisa diam,<sambas> daan bise diam
<sambas> daan bise diam,<id> tidak bisa diam
<id> sakti,<sambas> sakti
<sambas> sakti,<id> sakti
<id> robek,<sambas> rattas
<sambas> rattas,<id> robek
<id> sobek,<sambas> rattas
<sambas> rattas,<id> sobek
<id> tidak tega,<sambas> sagal
<sambas> sagal,<id> tidak tega
<id> menggali,<sambas> ngalek
<sambas> ngalek,<id> menggali
<id> lengkung,<sambas> langkong
<sambas> langkong,<id> lengkung
<id> senyap,<sambas> sannyap
<sambas> sannyap,<id> senyap
<id> besok jangan sampai tidak datang bisa marah kakek nya,<sambas> isok usah sampai daan datang bise-bise marah aki nye
<sambas> isok usah sampai daan datang bise-bise marah aki nye,<id> besok jangan sampai tidak datang bisa marah kakek nya
<id> tidur nyenyak,<sambas> berindu
<sambas> berindu,<id> tidur nyenyak
<id> tidur nyenyak,<sambas> tidok nyannyak
<sambas> tidok nyannyak,<id> tidur nyenyak
<id> terjatuh,<sambas> serampah
<sambas> serampah,<id> terjatuh
<id> selesai,<sambas> lakak
<sambas> lakak,<id> selesai
<id> menjerit-jerit,<sambas> kejarrik-kejarrik
<sambas> kejarrik-kejarrik,<id> menjerit-jerit
<id> belut,<sambas> ballut
<sambas> ballut,<id> belut
<id> tidak tahu,<sambas> an tau
<sambas> an tau,<id> tidak tahu
<id> tidak tahu,<sambas> daan tau
<sambas> daan tau,<id> tidak tahu
<id> talas,<sambas> keladi
<sambas> keladi,<id> talas
<id> suap,<sambas> sogok
<sambas> sogok,<id> suap
<id> ajari,<sambas> ajarek
<sambas> ajarek,<id> ajari
<id> mama,<sambas> umak
<sambas> umak,<id> mama
<id> inang,<sambas> innang
<sambas> innang,<id> inang
<id> batuk,<sambas> batok
<sambas> batok,<id> batuk
<id> berkelahi,<sambas> becakkak
<sambas> becakkak,<id> berkelahi
<id> menjala,<sambas> nyale
<sambas> nyale,<id> menjala
<id> kayuh,<sambas> kayoh
<sambas> kayoh,<id> kayuh
<id> nada,<sambas> nade
<sambas> nade,<id> nada
<id> tegap,<sambas> hega'
<sambas> hega',<id> tegap
<id> pikul,<sambas> pikol
<sambas> pikol,<id> pikul
<id> jasa,<sambas> jase
<sambas> jase,<id> jasa
<id> tahu,<sambas> tau
<sambas> tau,<id> tahu
<id> tahu,<sambas> tahu
<sambas> tahu,<id> tahu
<id> saku,<sambas> kocekkan
<sambas> kocekkan,<id> saku
<id> bertanya,<sambas> bentanyak
<sambas> bentanyak,<id> bertanya
<id> larut malam,<sambas> dallu
<sambas> dallu,<id> larut malam
<id> Habis-habisan,<sambas> abis-abisan
<sambas> abis-abisan,<id> Habis-habisan
<id> bambu,<sambas> abe'
<sambas> abe',<id> bambu
<id> bambu,<sambas> aor
<sambas> aor,<id> bambu
<id> tidak terasa,<sambas> daan keladdaan
<sambas> daan keladdaan,<id> tidak terasa
<id> tabrakan,<sambas> belanggar
<sambas> belanggar,<id> tabrakan
<id> sifat gile,<sambas> bodo bale
<sambas> bodo bale,<id> sifat gile
<id> misalkan,<sambas> misalnye
<sambas> misalnye,<id> misalkan
<id> kaca,<sambas> cerammin
<sambas> cerammin,<id> kaca
<id> cermin,<sambas> cerammin
<sambas> cerammin,<id> cermin
<id> mata melotot,<sambas> ticinnat
<sambas> ticinnat,<id> mata melotot
<id> menjeput,<sambas> japput
<sambas> japput,<id> menjeput
<id> nyiru,<sambas> nyirro'
<sambas> nyirro',<id> nyiru
<id> mengigau,<sambas> meransau
<sambas> meransau,<id> mengigau
<id> ngomongin,<sambas> ngomongkan
<sambas> ngomongkan,<id> ngomongin
<id> penampan,<sambas> baki
<sambas> baki,<id> penampan
<id> manja,<sambas> bongka'
<sambas> bongka',<id> manja
<id> manja,<sambas> bongkak
<sambas> bongkak,<id> manja
<id> sup,<sambas> sop
<sambas> sop,<id> sup
<id> melakukan,<sambas> ngerajekan
<sambas> ngerajekan,<id> melakukan
<id> tempat tidur dari bambu,<sambas> balai-balai
<sambas> balai-balai,<id> tempat tidur dari bambu
<id> buah enau,<sambas> bilullok
<sambas> bilullok,<id> buah enau
<id> buah enau,<sambas> belullok
<sambas> belullok,<id> buah enau
<id> gusi,<sambas> gussi'
<sambas> gussi',<id> gusi
<id> gusi,<sambas> gussik
<sambas> gussik,<id> gusi
<id> almahrum,<sambas> jannat
<sambas> jannat,<id> almahrum
<id> almahrum,<sambas> arwah
<sambas> arwah,<id> almahrum
<id> almahrumah,<sambas> arwah
<sambas> arwah,<id> almahrumah
<id> bau apek,<sambas> bangngam
<sambas> bangngam,<id> bau apek
<id> gantung,<sambas> assai
<sambas> assai,<id> gantung
<id> gerak,<sambas> garrak
<sambas> garrak,<id> gerak
<id> kejut,<sambas> kajjut
<sambas> kajjut,<id> kejut
<id> asap,<sambas> asap
<sambas> asap,<id> asap
<id> menawarkan,<sambas> nawarek
<sambas> nawarek,<id> menawarkan
<id> mengelap,<sambas> ncallap
<sambas> ncallap,<id> mengelap
<id> mengelap,<sambas> incallap
<sambas> incallap,<id> mengelap
<id> ikat kencang,<sambas> kimput
<sambas> kimput,<id> ikat kencang
<id> ikat kencang,<sambas> kamput
<sambas> kamput,<id> ikat kencang
<id> ikat kuat,<sambas> kimput
<sambas> kimput,<id> ikat kuat
<id> ikat kuat,<sambas> kamput
<sambas> kamput,<id> ikat kuat
<id> jari,<sambas> jari
<sambas> jari,<id> jari
<id> bekam,<sambas> bakkam
<sambas> bakkam,<id> bekam
<id> sebentar,<sambas> bantar i
<sambas> bantar i,<id> sebentar
<id> sebentar,<sambas> bantar
<sambas> bantar,<id> sebentar
<id> tiarap,<sambas> ningkap
<sambas> ningkap,<id> tiarap
<id> tidak bisa,<sambas> daan bise
<sambas> daan bise,<id> tidak bisa
<id> tidak bisa,<sambas> an bise
<sambas> an bise,<id> tidak bisa
<id> tidak bisa,<sambas> ndak bise
<sambas> ndak bise,<id> tidak bisa
<id> tidak bisa,<sambas> nda' bise
<sambas> nda' bise,<id> tidak bisa
<id> tonggos,<sambas> jonga'
<sambas> jonga',<id> tonggos
<id> tonggos,<sambas> jongak
<sambas> jongak,<id> tonggos
<id> memotong,<sambas> ngarat
<sambas> ngarat,<id> memotong
<id> belok kiri,<sambas> melok kere'
<sambas> melok kere',<id> belok kiri
<id> terjun,<sambas> terajjun
<sambas> terajjun,<id> terjun
<id> terjatuh,<sambas> tesungkor
<sambas> tesungkor,<id> terjatuh
<id> agak,<sambas> rase nak
<sambas> rase nak,<id> agak
<id> terbaring,<sambas> gole'
<sambas> gole',<id> terbaring
<id> kesana,<sambas> kesinun
<sambas> kesinun,<id> kesana
<id> lomba,<sambas> lumba'
<sambas> lumba',<id> lomba
<id> 1 buah,<sambas> 1 butte'
<sambas> 1 butte',<id> 1 buah
<id> 1 buah,<sambas> 1 buttek
<sambas> 1 buttek,<id> 1 buah
<id> taruhan,<sambas> betaroh
<sambas> betaroh,<id> taruhan
<id> muntah,<sambas> mutah
<sambas> mutah,<id> muntah
<id> coretan,<sambas> conteng
<sambas> conteng,<id> coretan
<id> meninggal dunia,<sambas> mampus
<sambas> mampus,<id> meninggal dunia
<id> belagak,<sambas> kerewak
<sambas> kerewak,<id> belagak
<id> katakan,<sambas> padahkan
<sambas> padahkan,<id> katakan
<id> mengusir,<sambas> murru
<sambas> murru,<id> mengusir
<id> tidak nyaman,<sambas> daan nyaman
<sambas> daan nyaman,<id> tidak nyaman
<id> tidak enak,<sambas> daan nyaman
<sambas> daan nyaman,<id> tidak enak
<id> benih,<sambas> baneh
<sambas> baneh,<id> benih
<id> banyak sekali,<sambas> betatam
<sambas> betatam,<id> banyak sekali
<id> banyak sekali,<sambas> banyak inyan
<sambas> banyak inyan,<id> banyak sekali
<id> banyak sekali,<sambas> banyak lalu
<sambas> banyak lalu,<id> banyak sekali
<id> mencarinya,<sambas> nyarek'eng
<sambas> nyarek'eng,<id> mencarinya
<id> marah,<sambas> ngerepek
<sambas> ngerepek,<id> marah
<id> gagal,<sambas> gagal
<sambas> gagal,<id> gagal
<id> gagal,<sambas> kaba'
<sambas> kaba',<id> gagal
<id> beda,<sambas> laing
<sambas> laing,<id> beda
<id> beda,<sambas> bede
<sambas> bede,<id> beda
<id> terhampar,<sambas> belampar
<sambas> belampar,<id> terhampar
<id> nyerah,<sambas> nyarrah
<sambas> nyarrah,<id> nyerah
<id> dalih,<sambas> daleh
<sambas> daleh,<id> dalih
<id> terlalu masak,<sambas> muddoh
<sambas> muddoh,<id> terlalu masak
<id> gagah,<sambas> hega'
<sambas> hega',<id> gagah
<id> hasta,<sambas> haste
<sambas> haste,<id> hasta
<id> melempar,<sambas> lancang
<sambas> lancang,<id> melempar
<id> mengibaskan kaki,<sambas> kater-kater
<sambas> kater-kater,<id> mengibaskan kaki
<id> sepi,<sambas> sappi
<sambas> sappi,<id> sepi
<id> begini,<sambas> gitto'
<sambas> gitto',<id> begini
<id> memeras,<sambas> marrah
<sambas> marrah,<id> memeras
<id> hiu,<sambas> iyo'
<sambas> iyo',<id> hiu
<id> hiu,<sambas> iyok
<sambas> iyok,<id> hiu
<id> gula,<sambas> gulle
<sambas> gulle,<id> gula
<id> gula,<sambas> gule
<sambas> gule,<id> gula
<id> kunang-kunang,<sambas> kalimpapat
<sambas> kalimpapat,<id> kunang-kunang
<id> jauh sama,<sambas> jaoh dengan
<sambas> jaoh dengan,<id> jauh sama
<id> sesudah,<sambas> ba'de
<sambas> ba'de,<id> sesudah
<id> ginsul,<sambas> tukkak
<sambas> tukkak,<id> ginsul
<id> berdiam diri,<sambas> mattak
<sambas> mattak,<id> berdiam diri
<id> beruk,<sambas> barrok
<sambas> barrok,<id> beruk
<id> mata bengkak,<sambas> bangkup
<sambas> bangkup,<id> mata bengkak
<id> mencari pasangan,<sambas> ngurat
<sambas> ngurat,<id> mencari pasangan
<id> jentik,<sambas> jantek
<sambas> jantek,<id> jentik
<id> lima,<sambas> lima'
<sambas> lima',<id> lima
<id> lima,<sambas> limak
<sambas> limak,<id> lima
<id> angpau,<sambas> ampau
<sambas> ampau,<id> angpau
<id> kunang-kunang,<sambas> impapat
<sambas> impapat,<id> kunang-kunang
<id> ceremai,<sambas> cerammai
<sambas> cerammai,<id> ceremai
<id> kebun,<sambas> kabon
<sambas> kabon,<id> kebun
<id> promosikan,<sambas> tampahkan
<sambas> tampahkan,<id> promosikan
<id> promosikan,<sambas> tampahek
<sambas> tampahek,<id> promosikan
<id> menggeleng,<sambas> nggelek
<sambas> nggelek,<id> menggeleng
"<id> kami, lita","<sambas> kamek, lita"
"<sambas> kamek, lita","<id> kami, lita"
<id> sagu,<sambas> sagok
<sambas> sagok,<id> sagu
<id> memek,<sambas> pepek
<sambas> pepek,<id> memek
<id> mengalah,<sambas> ngalah
<sambas> ngalah,<id> mengalah
<id> awan,<sambas> rammang
<sambas> rammang,<id> awan
<id> hisap,<sambas> isap
<sambas> isap,<id> hisap
<id> dong,<sambas> lah
<sambas> lah,<id> dong
<id> berminyak,<sambas> beminyak
<sambas> beminyak,<id> berminyak
<id> tolong,<sambas> tulong
<sambas> tulong,<id> tolong
<id> andaikata,<sambas> andaikate
<sambas> andaikate,<id> andaikata
<id> kaku,<sambas> kakok
<sambas> kakok,<id> kaku
<id> sadar,<sambas> mladde
<sambas> mladde,<id> sadar
<id> tidak terasa,<sambas> da'an kelada'an
<sambas> da'an kelada'an,<id> tidak terasa
<id> mandul,<sambas> mandol
<sambas> mandol,<id> mandul
<id> melotot,<sambas> tecinat
<sambas> tecinat,<id> melotot
<id> bodoh,<sambas> bahlol
<sambas> bahlol,<id> bodoh
<id> mengukur isi,<sambas> nakar
<sambas> nakar,<id> mengukur isi
<id> mengapa begitu,<sambas> tang gaye
<sambas> tang gaye,<id> mengapa begitu
<id> jemput,<sambas> jamput
<sambas> jamput,<id> jemput
<id> keruh,<sambas> kabut
<sambas> kabut,<id> keruh
<id> keruh,<sambas> karroh
<sambas> karroh,<id> keruh
<id> keras kepala,<sambas> karras baddal
<sambas> karras baddal,<id> keras kepala
<id> keras kepala,<sambas> karras kepalak
<sambas> karras kepalak,<id> keras kepala
<id> cemara,<sambas> cemare
<sambas> cemare,<id> cemara
<id> ngomel,<sambas> ngeracau
<sambas> ngeracau,<id> ngomel
<id> bungsu,<sambas> ussu
<sambas> ussu,<id> bungsu
<id> layu,<sambas> layok
<sambas> layok,<id> layu
<id> begaruk,<sambas> bekisai
<sambas> bekisai,<id> begaruk
<id> muncul,<sambas> muncol
<sambas> muncol,<id> muncul
<id> paham,<sambas> paham
<sambas> paham,<id> paham
<id> paham,<sambas> ma'lom
<sambas> ma'lom,<id> paham
<id> gurau,<sambas> pongah
<sambas> pongah,<id> gurau
<id> gudang,<sambas> godang
<sambas> godang,<id> gudang
<id> seram,<sambas> sarram
<sambas> sarram,<id> seram
<id> keterlaluan,<sambas> gilla'
<sambas> gilla',<id> keterlaluan
<id> keterlaluan,<sambas> kelaluan
<sambas> kelaluan,<id> keterlaluan
<id> menyimpan,<sambas> naroh
<sambas> naroh,<id> menyimpan
<id> ketupat,<sambas> ketupat
<sambas> ketupat,<id> ketupat
<id> berjejal,<sambas> jajjal
<sambas> jajjal,<id> berjejal
<id> orang,<sambas> urrang
<sambas> urrang,<id> orang
<id> kamu itu,<sambas> kau ye
<sambas> kau ye,<id> kamu itu
<id> silahkan,<sambas> silekan
<sambas> silekan,<id> silahkan
<id> bubur pedas,<sambas> bubbor paddas
<sambas> bubbor paddas,<id> bubur pedas
<id> seharusnya,<sambas> seharusnye
<sambas> seharusnye,<id> seharusnya
<id> tidak tersisa,<sambas> lingkis
<sambas> lingkis,<id> tidak tersisa
<id> miring,<sambas> berot
<sambas> berot,<id> miring
<id> jalan-jalan,<sambas> bejalan
<sambas> bejalan,<id> jalan-jalan
<id> jalan-jalan,<sambas> bejolon
<sambas> bejolon,<id> jalan-jalan
<id> kebenaran,<sambas> kebanarran
<sambas> kebanarran,<id> kebenaran
<id> kepengen,<sambas> maccor
<sambas> maccor,<id> kepengen
<id> kangennya,<sambas> salok'ong
<sambas> salok'ong,<id> kangennya
<id> kangennya,<sambas> saloknye
<sambas> saloknye,<id> kangennya
<id> terlampau matang,<sambas> labbas
<sambas> labbas,<id> terlampau matang
<id> bersimpuhan,<sambas> betampor
<sambas> betampor,<id> bersimpuhan
<id> menyulam,<sambas> nyullam
<sambas> nyullam,<id> menyulam
<id> lama,<sambas> lama'
<sambas> lama',<id> lama
<id> gundul,<sambas> botak
<sambas> botak,<id> gundul
<id> aduk,<sambas> kacau
<sambas> kacau,<id> aduk
<id> aduk,<sambas> adok
<sambas> adok,<id> aduk
<id> harap,<sambas> arap
<sambas> arap,<id> harap
<id> elang,<sambas> penaol
<sambas> penaol,<id> elang
<id> nafsu birahi,<sambas> birrah
<sambas> birrah,<id> nafsu birahi
<id> lusa,<sambas> lusa'
<sambas> lusa',<id> lusa
<id> lusa,<sambas> lusak
<sambas> lusak,<id> lusa
<id> jawa,<sambas> jawe
<sambas> jawe,<id> jawa
<id> lilin,<sambas> lilling
<sambas> lilling,<id> lilin
"<id> tak kusangka ,kamu punya hati busuk","<sambas> daan nyangka, atimu jahat inyan"
"<sambas> daan nyangka, atimu jahat inyan","<id> tak kusangka ,kamu punya hati busuk"
<id> menyongol,<sambas> teconet
<sambas> teconet,<id> menyongol
<id> sangat aktif,<sambas> gagit
<sambas> gagit,<id> sangat aktif
<id> waras,<sambas> maddas
<sambas> maddas,<id> waras
<id> teratur,<sambas> calle'
<sambas> calle',<id> teratur
<id> panas,<sambas> lissoh
<sambas> lissoh,<id> panas
<id> zapin,<sambas> jappen
<sambas> jappen,<id> zapin
<id> apa kabar,<sambas> ape kabar
<sambas> ape kabar,<id> apa kabar
<id> basuh,<sambas> basok
<sambas> basok,<id> basuh
<id> permainan anak-anak,<sambas> lem lem ta'
<sambas> lem lem ta',<id> permainan anak-anak
<id> teriak-teriak,<sambas> ka' keraok
<sambas> ka' keraok,<id> teriak-teriak
<id> melotot,<sambas> tecinnat
<sambas> tecinnat,<id> melotot
<id> menonjol,<sambas> tejabbul
<sambas> tejabbul,<id> menonjol
<id> ngeluh,<sambas> ngalloh
<sambas> ngalloh,<id> ngeluh
<id> suntik,<sambas> sontet
<sambas> sontet,<id> suntik
<id> kembali,<sambas> balik
<sambas> balik,<id> kembali
<id> berjalan,<sambas> begayau
<sambas> begayau,<id> berjalan
<id> meriam karbit,<sambas> lagum
<sambas> lagum,<id> meriam karbit
<id> pijit,<sambas> picik
<sambas> picik,<id> pijit
<id> perahu besar,<sambas> tongkang
<sambas> tongkang,<id> perahu besar
<id> biji,<sambas> biggek
<sambas> biggek,<id> biji
<id> tidak ada,<sambas> dise'
<sambas> dise',<id> tidak ada
<id> singlet,<sambas> panas kotang
<sambas> panas kotang,<id> singlet
<id> ketemu,<sambas> bejumpe
<sambas> bejumpe,<id> ketemu
<id> kok gitu,<sambas> tang geye
<sambas> tang geye,<id> kok gitu
<id> traktir,<sambas> njamin
<sambas> njamin,<id> traktir
<id> traktir,<sambas> nyamin
<sambas> nyamin,<id> traktir
<id> inti pohon,<sambas> mpullor
<sambas> mpullor,<id> inti pohon
<id> tidak ada,<sambas> disek
<sambas> disek,<id> tidak ada
<id> mau,<sambas> mao'
<sambas> mao',<id> mau
<id> kepala,<sambas> kepala'
<sambas> kepala',<id> kepala
<id> kepala,<sambas> kepalak
<sambas> kepalak,<id> kepala
<id> terbelalak,<sambas> ncorong
<sambas> ncorong,<id> terbelalak
<id> laki laki,<sambas> urang laki
<sambas> urang laki,<id> laki laki
<id> membentangkan,<sambas> bajjang
<sambas> bajjang,<id> membentangkan
<id> kelabang,<sambas> lippan
<sambas> lippan,<id> kelabang
<id> angkasa,<sambas> angkase
<sambas> angkase,<id> angkasa
<id> membangkitkan keinginan,<sambas> ncaratte'
<sambas> ncaratte',<id> membangkitkan keinginan
<id> membangkitkan keinginan,<sambas> nyaratte'
<sambas> nyaratte',<id> membangkitkan keinginan
<id> gosip-gosipan,<sambas> beragi
<sambas> beragi,<id> gosip-gosipan
<id> begosip,<sambas> beragi
<sambas> beragi,<id> begosip
<id> sandal,<sambas> kasut
<sambas> kasut,<id> sandal
<id> tidak,<sambas> an
<sambas> an,<id> tidak
<id> tidak,<sambas> daan
<sambas> daan,<id> tidak
<id> tidak,<sambas> ndak
<sambas> ndak,<id> tidak
<id> bungkusan,<sambas> kerubbong
<sambas> kerubbong,<id> bungkusan
<id> sedih,<sambas> sadeh
<sambas> sadeh,<id> sedih
<id> jijik,<sambas> gatti'
<sambas> gatti',<id> jijik
<id> kayu keras,<sambas> kayu karras
<sambas> kayu karras,<id> kayu keras
<id> tidak berdaya,<sambas> telempe
<sambas> telempe,<id> tidak berdaya
<id> tidak berdaya,<sambas> daan bedaye
<sambas> daan bedaye,<id> tidak berdaya
<id> gak,<sambas> daan
<sambas> daan,<id> gak
<id> gak,<sambas> ndak
<sambas> ndak,<id> gak
<id> gak,<sambas> indak
<sambas> indak,<id> gak
<id> mengintip,<sambas> intip
<sambas> intip,<id> mengintip
<id> minta,<sambas> minta'
<sambas> minta',<id> minta
<id> minta,<sambas> mintak
<sambas> mintak,<id> minta
<id> kue semprong,<sambas> samprong
<sambas> samprong,<id> kue semprong
<id> perut,<sambas> parrut
<sambas> parrut,<id> perut
<id> menggiling,<sambas> gilling
<sambas> gilling,<id> menggiling
<id> cawan,<sambas> cangker
<sambas> cangker,<id> cawan
<id> berturut-turut,<sambas> beruntun
<sambas> beruntun,<id> berturut-turut
<id> noreh,<sambas> nurreh
<sambas> nurreh,<id> noreh
<id> jatuh ke air,<sambas> ngelabur
<sambas> ngelabur,<id> jatuh ke air
<id> jatuh ke air,<sambas> belabik ke aek
<sambas> belabik ke aek,<id> jatuh ke air
<id> kopiah,<sambas> songkok
<sambas> songkok,<id> kopiah
<id> betul,<sambas> innyan
<sambas> innyan,<id> betul
<id> kontol,<sambas> paler
<sambas> paler,<id> kontol
<id> tiru,<sambas> nirru
<sambas> nirru,<id> tiru
<id> kaleng besar,<sambas> ballek
<sambas> ballek,<id> kaleng besar
<id> kemaren,<sambas> simari
<sambas> simari,<id> kemaren
<id> kamu,<sambas> dirre'
<sambas> dirre',<id> kamu
<id> sibuk,<sambas> sibuk
<sambas> sibuk,<id> sibuk
<id> bermimpi,<sambas> mimpi
<sambas> mimpi,<id> bermimpi
<id> mengerti,<sambas> ngerati
<sambas> ngerati,<id> mengerti
<id> terjatuh,<sambas> tesusok
<sambas> tesusok,<id> terjatuh
<id> kupu-kupu,<sambas> rami
<sambas> rami,<id> kupu-kupu
<id> senang,<sambas> suke
<sambas> suke,<id> senang
<id> tolong ngerti perasaan ini sedikit saja,<sambas> tulong ngerati perasaan itok sikit ajak
